Latitude,Longitude,CommonName,StopType,Status
51.605454051,-3.339705705,Pontypridd Bus Station Stand 6,BCS,active
51.605535775,-3.339635909,Pontypridd Bus Station Stand 8,BCS,active
51.60549949,-3.339663722,Pontypridd Bus Station Stand 7,BCS,active
51.601963162,-3.341869875,Catherine Street E1,BCT,active
51.60181835,-3.34195224,Catherine Street E2,BCT,active
51.601672713,-3.342106777,Catherine Street E3,BCT,active
51.601553547,-3.342305411,Catherine Street E4,BCT,active
51.603632871,-3.348388153,Merlin Hotel,BCT,active
51.602756362,-3.350325963,Merlin Close,BCT,active
51.603894647,-3.353767561,Bethany,BCT,active
51.603552461,-3.358479202,Danylan Flats,BCT,active
51.601157059,-3.352559881,Hurford Street,BCT,active
51.599196669,-3.354133166,Coed Isaf,BCT,active
51.599392573,-3.351179103,Llanwern Road,BCT,active
51.598247112,-3.350293283,Maesycoed School,BCT,active
51.599859891,-3.34807423,Post Office,BCT,active
51.602770011,-3.34208138,St Catherine's Church,BCT,active
51.604540845,-3.344487344,Graigwen Place,BCT,active
51.604535818,-3.346494372,Llwynmadoc Street,BCT,active
51.606324268,-3.3512694,Post Office,BCT,active
51.607612151,-3.355769949,Ty Mawr Hotel,BCT,active
51.606083759,-3.347161124,Mayfield,BCT,active
51.609458871,-3.346885573,Nuns Crescent,BCT,active
51.610191887,-3.345694152,Priory Close,BCT,active
51.609193294,-3.343382845,Terminus,BCT,active
51.609772651,-3.346967071,Whiterock Close,BCT,active
51.609183022,-3.350545572,Whiterock Drive,BCT,active
51.604750225,-3.346616238,Llwynmadoc Street,BCT,active
51.59782804,-3.342931913,Rose & Crown,BCT,active
51.598307256,-3.342700604,Dewi Sant Hospital,BCT,active
51.596886446,-3.345474008,Factory Lane,BCT,active
51.595312668,-3.347058893,Penrhiw Road,BCT,active
51.595365276,-3.347175948,Penrhiw Road,BCT,active
51.593722846,-3.347690374,Danycoedcae Road,BCT,active
51.587516333,-3.350220395,Burns Way,BCT,active
51.587544628,-3.350105756,Burns Way,BCT,active
51.580945483,-3.357819215,Queen`s Head,BCT,active
51.598555731,-3.341827169,Union Street,BCT,active
51.598536433,-3.341942105,Union Street,BCT,active
51.598213373,-3.335579815,Mitchell`s Terrace,BCT,active
51.598150123,-3.335606836,Mitchell`s Terrace,BCT,active
51.597068976,-3.332629814,Tower Street,BCT,active
51.597141379,-3.332588621,Tower Street,BCT,active
51.59604234,-3.329596778,Stow Hill,BCT,active
51.595794248,-3.329271911,Stow Hill,BCT,active
51.594204024,-3.327565241,New Park Crescent,BCT,active
51.591009045,-3.327818535,King Street,BCT,active
51.589530609,-3.325350315,University of South Wales,BCT,active
51.589513935,-3.325234347,University of South Wales,BCT,active
51.590374249,-3.326702916,Brook Street,BCT,active
51.592674774,-3.328415699,Kingsland Terrace,BCT,active
51.594297023,-3.32808768,Princess Street,BCT,active
51.587305431,-3.324924681,University of South Wales Treforest Campus,BCT,active
51.587235638,-3.324735,University of South Wales Treforest Campus,BCT,active
51.584984043,-3.323081738,Oakwood Street,BCT,active
51.584869465,-3.322876335,Oakwood Street,BCT,active
51.580170001,-3.317789536,Waterworks,BCT,active
51.578529132,-3.31497115,Tafarn-y-Coed,BCT,active
51.573654899,-3.306980379,Three Horseshoes,BCT,active
51.572723888,-3.307415429,Three Horseshoes,BCT,active
51.591978634,-3.324771922,Trefforest Railway Station,BCT,active
51.591571822,-3.32416821,Otley Arms,BCT,active
51.596022933,-3.327719383,Parc Lewis School,BCT,active
51.59590215,-3.327268302,Windsor Road,BCT,active
51.597313078,-3.330514636,Broadway,BCT,active
51.596856736,-3.329144124,Parc Lewis School,BCT,active
51.604597406,-3.336763579,West Street,BCT,active
51.60467582,-3.336607007,Llanover Arms,BCT,active
51.608361629,-3.335892125,Central Hotel,BCT,active
51.608377761,-3.333683076,Trallwn Community Centre,BCT,active
51.610374381,-3.328889108,Bonvilston Road,BCT,active
51.610302306,-3.328901445,Bonvilston Road,BCT,active
51.609246032,-3.32848067,Dodington Place,BCT,active
51.609353735,-3.328498257,Dodington Place,BCT,active
51.609451402,-3.332573656,Crossways,BCT,active
51.608482964,-3.334711496,Central Hotel,BCT,active
51.602165243,-3.329645701,Bunch of Grapes,BCT,active
51.596510033,-3.321626477,St Mary`s Church,BCT,active
51.592348903,-3.323035914,Castle Inn Bridge,BCT,active
51.591533144,-3.322016126,Castle Inn Bridge,BCT,active
51.590764961,-3.31916442,Ilan Avenue,BCT,active
51.592224667,-3.31809513,Gwaun Road,BCT,active
51.587071733,-3.31253301,Lime Street,BCT,active
51.589986781,-3.320397759,Glantaff Gardens,BCT,active
51.589596301,-3.319938939,Glantaff Gardens,BCT,active
51.587914912,-3.318331238,Ebenezer,BCT,active
51.587314197,-3.317375595,Ebenezer,BCT,active
51.585757807,-3.315843853,College Green,BCT,active
51.585634065,-3.315652635,College Green,BCT,active
51.585882876,-3.313509133,Post Office,BCT,active
51.586245503,-3.313245342,Post Office,BCT,active
51.588745418,-3.310011815,Tennyson Close,BCT,active
51.588789074,-3.310128551,Tennyson Close,BCT,active
51.588870226,-3.306882989,Wordsworth Gardens,BCT,active
51.587210486,-3.311382243,Plane Street,BCT,active
51.58819403,-3.310270214,Oak Street Upper,BCT,active
51.587823496,-3.306405468,Beechwood Street Top,BCT,active
51.586751717,-3.306562366,Beechwood Street Bottom,BCT,active
51.584618687,-3.301074077,Dynea Spar,BCT,active
51.582264205,-3.30094908,Pinewood Avenue,BCT,active
51.583913888,-3.302194189,Cardinal Newman School,BCT,active
51.586144807,-3.305346911,Treharne Flats,BCT,active
51.580144,-3.304020334,Laurel Avenue,BCT,active
51.580630978,-3.302273514,Hawthorn Crescent Lower,BCT,active
51.581743889,-3.304888814,Hawthorn Road,BCT,active
51.582858417,-3.30935177,Hawthorn Leisure Centre,BCT,active
51.582707536,-3.309174234,Hawthorn Leisure Centre,BCT,active
51.585093657,-3.314511208,Rhydyfelin Library,BCT,active
51.585130421,-3.3144401,Rhydyfelin Library,BCT,active
51.548241969,-3.392324054,Royal Glamorgan Hospital,BCT,active
51.548239573,-3.392525894,Royal Glamorgan Hospital,BCT,active
51.552139897,-3.395342269,Ynysmaerdy Industrial Estate,BCT,active
51.55194571,-3.396187276,Ynysmaerdy Industrial Estate,BCT,active
51.562280545,-3.416932224,Post Office,BCT,active
51.5626997,-3.417219368,Post Office,BCT,active
51.565876014,-3.418530101,Graig Afon,BCT,active
51.572602965,-3.42882619,Bethania Chapel,BCT,active
51.57265795,-3.428741334,Bethania Chapel,BCT,active
51.579064746,-3.432059643,Tynybryn Crossing,BCT,active
51.578583423,-3.432448606,Tynybryn Crossing,BCT,active
51.582551215,-3.430783681,Mill Street,BCT,active
51.583072197,-3.430828916,Mill Street,BCT,active
51.584040859,-3.431768676,Waunrhydd Road,BCT,active
51.584138324,-3.431887211,Waunrhydd Road,BCT,active
51.583776075,-3.42914786,High Street,BCT,active
51.583705396,-3.429044607,High Street,BCT,active
51.584328983,-3.423608191,Red Gate,BCT,active
51.584276977,-3.423447794,Red Gate,BCT,active
51.584397912,-3.41865954,Pretoria Road,BCT,active
51.584318236,-3.418556022,Pretoria Road,BCT,active
51.586288742,-3.419194785,Investiture Place,BCT,active
51.586661549,-3.419596138,Investiture Place,BCT,active
51.587501415,-3.414829964,Concorde Drive,BCT,active
51.587156877,-3.420275577,Capel Hill Stores,BCT,active
51.587089241,-3.420663204,Capel Hill Stores,BCT,active
51.587197661,-3.428028298,Winslade Avenue,BCT,active
51.586504971,-3.424354643,Heol Aneurin,BCT,active
51.585179275,-3.424674028,Ty Dawel,BCT,active
51.585061198,-3.424771372,Ty Dawel,BCT,active
51.586030438,-3.429362957,Martin Crescent,BCT,active
51.586164036,-3.429468191,Martin Crescent,BCT,active
51.587744234,-3.428925969,Steps,BCT,active
51.587949389,-3.429062322,Steps,BCT,active
51.594441418,-3.422769494,Brentan Villa,BCT,active
51.597844414,-3.422081729,Cilely Farm,BCT,active
51.598212769,-3.422107676,Cilely Farm,BCT,active
51.544228777,-3.388004993,Rhiw Gog,BCT,active
51.534782086,-3.384632084,Heol Johnson,BCT,active
51.517422004,-3.401746473,Dan y Bryn,BCT,active
51.517514647,-3.401518716,Dan y Bryn,BCT,active
51.516126131,-3.410829615,Elms Farm,BCT,active
51.515824794,-3.41195886,Elms Farm,BCT,active
51.515747624,-3.419839897,Llechau Farm,BCT,active
51.515604594,-3.420512816,Llechau Farm,BCT,active
51.515303454,-3.424582036,Tylacoch,BCT,active
51.515426494,-3.424816468,Tylacoch,BCT,active
51.514686083,-3.427286599,Birch Grove,BCT,active
51.51405797,-3.432339844,The Bear Inn,BCT,active
51.514467365,-3.431214162,The Bear Inn,BCT,active
51.51545651,-3.433421391,Fox & Hounds,BCT,active
51.515646328,-3.433340878,Fox & Hounds,BCT,active
51.520727016,-3.434797659,Torgelli,BCT,active
51.520609812,-3.434822802,Torgelli,BCT,active
51.524767974,-3.437447326,Pen y Parc,BCT,active
51.524765855,-3.437620239,Pen y Parc,BCT,active
51.531031936,-3.444319724,Parc Bryn Derwen,BCT,active
51.53141052,-3.444245206,Parc Bryn Derwen,BCT,active
51.533668954,-3.44412927,Llanharry Road,BCT,active
51.543636889,-3.2608244,Ty Rhiw Community Centre,BCT,active
51.544218911,-3.260652991,Ty Rhiw,BCT,active
51.546114549,-3.261642792,Brynau Road,BCT,active
51.514142666,-3.379524025,Pantaquesta Cottages,BCT,active
51.513063328,-3.379549056,Pantaquesta House,BCT,active
51.596638782,-3.345899815,Morning Star,BCT,active
51.605617498,-3.339566113,Pontypridd Bus Station Stand 10,BCS,active
51.605653948,-3.339523864,Pontypridd Bus Station Stand 11,BCS,active
51.605690233,-3.339496052,Pontypridd Bus Station Stand 12,BCS,active
51.664153918,-3.507587278,Heol Tyle-Du,BCT,active
51.607581146,-3.442834772,Glamorgan Hotel,BCT,active
51.599647858,-3.327233113,Mounters Garage,BCT,active
51.638159423,-3.420987284,Heol y Twyn,BCT,active
51.625061639,-3.466041936,Fern Terrace,BCT,active
51.643510646,-3.479138639,Ravenhill,BCT,active
51.600083959,-3.422036195,Trebanog Arms,BCT,active
51.600067206,-3.4219346,Trebanog Arms,BCT,active
51.74941708,-3.573253467,Mount Road,BCT,active
51.604034488,-3.336862529,Ynysangharad Park Gates,BCT,active
51.598064307,-3.332081433,Broadway,BCT,active
51.61507208,-3.410978739,Bus Depot,BCT,active
51.675689036,-3.485466065,Maerdy Hall,BCT,active
51.602107786,-3.343375831,Caddy`s,BCT,active
51.644327452,-3.478168017,Post Office,BCT,active
51.644157767,-3.478075779,Post Office,BCT,active
51.59249226,-3.47254313,Post Office,BCT,active
51.647763866,-3.487674904,Ton Pentre Railway Station,BCT,active
51.647843913,-3.487374034,Ton Pentre Railway Station,BCT,active
51.684994661,-3.397644754,Glenboi Primary School,BCT,active
51.581459996,-3.310191932,Farfield Lane,BCT,active
51.583660234,-3.309634593,Poplar Road Methodist,BCT,active
51.588215033,-3.310804909,Dyffryn Gardens,BCT,active
51.590224792,-3.308784054,Poets Close,BCT,active
51.589635585,-3.305172717,Masefield Way Top,BCT,active
51.583723318,-3.309621974,Poplar Road Methodist,BCT,active
51.589607816,-3.305244097,Masefield Way Top,BCT,active
51.590171341,-3.308739211,Poets Close,BCT,active
51.581406545,-3.310147096,Fairfield Lane,BCT,active
51.60356179,-3.348313848,Merlin Hotel,BCT,active
51.601927544,-3.349680481,St Mark`s Church,BCT,active
51.597120761,-3.344643544,Temple,BCT,active
51.590113864,-3.319492007,Glantaff School,BCT,active
51.59221656,-3.318816704,Gwaun Road,BCT,active
51.591927551,-3.316527431,Morien Crescent,BCT,active
51.590191276,-3.314196411,Morien Crescent Lower,BCT,active
51.588769625,-3.313476929,Dyffryn Crescent,BCT,active
51.749783541,-3.551782383,Nantllechau Farm,BCT,active
51.71269069,-3.441430381,Aberdare Bus Station,BCS,active
51.612772237,-3.444804768,Bank Street,BCT,active
51.526459609,-3.366648556,Mwyndy Cross,BCT,active
51.720303792,-3.456974855,Comin Infants` School,BCT,active
51.721413689,-3.459211079,Cross Inn,BCT,active
51.722478271,-3.467932111,Y Dolydd,BCT,active
51.679352863,-3.559034997,Ty Draw,BCT,active
51.57232617,-3.432352865,Post Office,BCT,active
51.619921779,-3.447646455,Miskin Hotel,BCT,active
51.623912201,-3.413131046,Upper Gynor Place,BCT,active
51.612647998,-3.393355586,Post Office,BCT,active
51.6132963,-3.391006797,Lewis Terrace,BCT,active
51.641834608,-3.483694324,Llanfair Hill,BCT,active
51.643465892,-3.490496992,Kennard Street,BCT,active
51.65332793,-3.501951564,Pentwyn Hospital,BCT,active
51.655357062,-3.503594418,Ysbyty George Thomas,BCT,active
51.604337838,-3.420494065,Craig Crescent,BCT,active
51.592967957,-3.474045489,Swn-yr-Afon,BCT,active
51.749822622,-3.459243026,Llwydcoed Crematorium,BCT,active
51.749760245,-3.459197556,Llwydcoed Crematorium,BCT,active
51.764808256,-3.521909036,Penderyn Garage,BCT,active
51.762282859,-3.521476269,Capel Siloam,BCT,active
51.750444972,-3.573042914,Cefn Rhigos Turn,BCT,active
51.731092861,-3.477594652,Heol Silyn,BCT,active
51.659074915,-3.506074107,Station Cafe,BCT,active
51.807572323,-3.447588985,Garwnant Forest Visitor Centre,BCT,active
51.518615095,-3.375407362,Miskin Arms,BCT,active
51.701323361,-3.413039072,Cwmbach Rail Station,RSE,active
51.617485158,-3.437141772,Dinas (Rhondda) Rail Station,RSE,active
51.68617209,-3.395713684,Fernhill Rail Station,RSE,active
51.537822745,-3.441552316,Llanharan Rail Station (Main Entrance),RSE,active
51.537833859,-3.441379633,Llanharan Rail Station,RSE,active
51.537542852,-3.441644408,Llanharan Rail Station,RSE,active
51.53751522,-3.440965822,Llanharan Rail Station,RSE,active
51.53749793,-3.443834741,Llanharan Rail Station,RSE,active
51.537426374,-3.443803638,Llanharan Rail Station,RSE,active
51.537807247,-3.441349953,Llanharan Rail Station,RSE,active
51.633396184,-3.453626164,Llwynypia Rail Station,RSE,active
51.632995988,-3.453266576,Llwynypia Rail Station,RSE,active
51.681561374,-3.376477992,Mountain Ash Rail Station,RSE,active
51.681990978,-3.377416794,Mountain Ash Rail Station,RSE,active
51.681698579,-3.376279641,Mountain Ash,RSE,active
51.618903888,-3.445952942,Miskin Hotel,BCT,active
51.61918767,-3.446655279,Miskin Hotel,BCT,active
51.670335256,-3.360620485,Penrhiwceiber Rail Station,RSE,active
51.52371469,-3.391591086,Pontyclun Rail Station,RSE,active
51.523857072,-3.392474744,Pontyclun Rail Station,RSE,active
51.612268144,-3.407585309,Porth Rail Station,RSE,active
51.612365637,-3.407703869,Porth Rail Station,RSE,active
51.612646714,-3.407510361,Porth Rail Station,RSE,active
51.612829419,-3.408021526,Porth Rail Station,RSE,active
51.599826917,-3.341993738,Pontypridd Rail Station,RSE,active
51.599259944,-3.342034779,Pontypridd Rail Station,RSE,active
51.600316834,-3.34397191,Pontypridd Rail Station,RSE,active
51.537552226,-3.384182704,Talbot Green Bus Station Stand A,BCS,active
51.53745437,-3.384093221,Talbot Green Bus Station Stand B,BCS,active
51.537496252,-3.384354033,Talbot Green Bus Station Stand C,BCS,active
51.537398566,-3.384250136,Talbot Green Bus Station Stand D,BCS,active
51.527338744,-3.400364438,Tyle Garw,BCT,active
51.533624129,-3.378354071,Glamorgan Vale Retail Park,BCT,active
51.538040929,-3.372071033,Heol Pen y Parc,BCT,active
51.535635575,-3.370917311,Westhill Drive,BCT,active
51.555018007,-3.332265651,Post Office,BCT,active
51.542153434,-3.376405507,Post Office,BCT,active
51.567624751,-3.313920596,Hollybush,BCT,active
51.575397745,-3.294143661,Severn Road,BCT,active
51.551784557,-3.325594102,Heol Dowlais,BCT,active
51.605042185,-3.444559318,Cae Glas,BCT,active
51.605036394,-3.444299207,Cae Glas,BCT,active
51.614993363,-3.448442879,Hendrecafen Road,BCT,active
51.61324876,-3.45282134,Thomas Street,BCT,active
51.617813108,-3.457806075,Tonypandy Comprehensive School,BCT,active
51.642790508,-3.469894532,Nantygwyddon,BCT,active
51.625536486,-3.463297877,Thomas Street Middle,BCT,active
51.652708323,-3.43429332,Brynheulog Terrace,BCT,active
51.626760626,-3.407310639,Heath Terrace,BCT,active
51.628662195,-3.408453087,Standard View,BCT,active
51.643216524,-3.435467866,Parry Street,BCT,active
51.690305169,-3.428971314,North View Terrace,BCT,active
51.720420065,-3.463189262,Pen Llew Court,BCT,active
51.700479582,-3.394923882,Cefnpennar House,BCT,active
51.684834053,-3.3758544,Cae Garw Primary School,BCT,active
51.687902326,-3.381039718,The Lodge,BCT,active
51.678534264,-3.368634058,Newtown Primary School,BCT,active
51.576086181,-3.35813616,Glen Transport,BCT,active
51.712452092,-3.491172108,Bwllfa Terminus,BCT,active
51.687249088,-3.379240457,Lady Aberdare Flats,BCT,active
51.649734346,-3.320673591,Stephen`s Terrace,BCT,active
51.652518173,-3.520153308,Post Office,BCT,active
51.65314356,-3.518381715,Alison House,BCT,active
51.654622197,-3.515988031,Sunnybank Terrace,BCT,active
51.658403031,-3.505878336,Lo Cost,BCT,active
51.583789915,-3.436466201,Tonyrefail Playing Fields,BCT,active
51.607573399,-3.442733438,Glamorgan Hotel,BCT,active
51.623902468,-3.319735438,Cilfynydd Inn,BCT,active
51.540991599,-3.263401822,Taffs Well Rail Station,RSE,active
51.540658058,-3.263479106,Taffs Well Rail Station,RSE,active
51.619883753,-3.449033998,Tonypandy Rail Station,RSE,active
51.620174852,-3.449491085,Tonypandy Rail Station,RSE,active
51.648104044,-3.486214601,Ton Pentre Rail Station,RSE,active
51.59240562,-3.324826367,Trefforest Rail Station,RSE,active
51.592024165,-3.325161745,Trefforest Rail Station,RSE,active
51.609832739,-3.380965079,Trehafod Rail Station,RSE,active
51.611229023,-3.383043874,Trehafod Rail Station,RSE,active
51.672287358,-3.536264722,Treherbert Rail Station,RSE,active
51.657481709,-3.506068026,Treorchy Rail Station,RSE,active
51.657816222,-3.506628509,Treorchy Rail Station,RSE,active
51.568782513,-3.29101022,Trefforest Estate Rail Station,RSE,active
51.736344084,-3.507657525,Ffwrd Terrace,BCT,active
51.56200677,-3.273332838,ESIS,BCT,active
51.562314757,-3.273125035,ESIS,BCT,active
51.56726674,-3.27877751,Peacock`s Warehouse,BCT,active
51.567144823,-3.278413384,Peacock`s Warehouse,BCT,active
51.607755812,-3.337766126,Berw Road,BCT,active
51.607811226,-3.337637785,Berw Road,BCT,active
51.74202462,-3.562205878,Rhigos Primary School,BCT,active
51.608055596,-3.404464726,Glyn Street,BCT,active
51.606932888,-3.405859726,Wyndham Street,BCT,active
51.605849006,-3.409263106,Dyllas Court,BCT,active
51.605504732,-3.411331917,Wilton's Shop,BCT,active
51.604608366,-3.417455618,Glan Ffrwd,BCT,active
51.602900518,-3.42186429,Ton Hywel Top,BCT,active
51.599452911,-3.415475789,Llandaff Way,BCT,active
51.583935928,-3.425616621,St David's Church,BCT,active
51.583593669,-3.46037652,Embankment,BCT,active
51.582611166,-3.466334846,Hendreforgan Primary School,BCT,active
51.590620653,-3.474792335,Senior Citizens Hall,BCT,active
51.602721419,-3.472123236,Rosehill Terrace,BCT,active
51.59793826,-3.468488922,Festival Club,BCT,active
51.590622104,-3.474676895,Senior Citizens Hall,BCT,active
51.588311656,-3.475352691,Heath Centre,BCT,active
51.5826712,-3.466567713,Hendreforgan Primary School,BCT,active
51.58399464,-3.425964868,St David's Church,BCT,active
51.586261755,-3.424390338,Heol Aneurin,BCT,active
51.602837074,-3.421905627,Ton Hywel Top,BCT,active
51.604803848,-3.417649431,Bryn Ffynon,BCT,active
51.606012707,-3.409109329,Dyllas Court,BCT,active
51.607310928,-3.405077147,Aubrey Road,BCT,active
51.60794566,-3.404634627,Glyn Street,BCT,active
51.545270818,-3.392247797,Rhodfa Marics,BCT,active
51.545453159,-3.392037042,Rhodfa Marics,BCT,active
51.638493937,-3.433411168,School Street,BCT,active
51.645564313,-3.431711917,Lidl,BCT,active
51.649615097,-3.432085297,Brynbedw Road,BCT,active
51.754865411,-3.444468248,Baverstocks Hotel,BCT,active
51.714764571,-3.458823299,St John Baptist School,BCT,active
51.755419556,-3.442544495,Baverstocks Hotel,BCT,active
51.681835667,-3.377340184,Mountain Ash Railway Station,BCT,active
51.710541244,-3.442577809,Wind Street,BCT,active
51.710486781,-3.442619498,Wind Street,BCT,active
51.688563392,-3.410905095,Maple Terrace,BCT,active
51.653322269,-3.501691171,Pentwyn Hospital,BCT,active
51.653630783,-3.492305011,Queen Street,BCT,active
51.653738825,-3.492294105,Queen Street,BCT,active
51.653743344,-3.494766224,Baglan Street,BCT,active
51.65463099,-3.494260553,Windsor Street,BCT,active
51.643555041,-3.490557727,Kennard Street,BCT,active
51.6419322,-3.483798676,Llanfair Hill,BCT,active
51.642801667,-3.469721463,Nantygwyddon,BCT,active
51.580021887,-3.317366713,Waterworks,BCT,active
51.578419711,-3.314304129,Tafarn-y-Coed,BCT,active
51.631319,-3.412034,Springfield Estate,BCT,active
51.664136223,-3.446814451,Station Road,BCT,active
51.665055172,-3.445209809,Commercial Street,BCT,active
51.669325225,-3.45113008,Mountain Row,BCT,active
51.524602645,-3.363955031,Corner Park Garage,BCT,active
51.524344414,-3.364105911,Corner Park Garage,BCT,active
51.524972655,-3.369241963,Cefn-y-Hendy,BCT,active
51.524484397,-3.369472366,Cefn-y-Hendy,BCT,active
51.586208051,-3.305319855,Treharne Falts,BCT,active
51.675022102,-3.537640341,Dunraven Hotel,BCT,active
51.662614201,-3.511946098,Cardiff Arms,BCT,active
51.655181926,-3.510932496,Parc Crescent,BCT,active
51.613739801,-3.446554237,Swan Terrace,BCT,active
51.65880177,-3.501424161,Red Cow,BCT,active
51.614275231,-3.41741018,Lidl,BCT,active
51.614361977,-3.417672863,Lidl,BCT,active
51.611059531,-3.399141608,Primrose Terrace,BCT,active
51.611150278,-3.399072188,Primrose Terrace,BCT,active
51.612956563,-3.395387037,Lewis Terrace,BCT,active
51.609081085,-3.398012124,Britannia Street,BCT,active
51.625253267,-3.333874593,Glas-Ty-Gelli,BCT,active
51.581515046,-3.300393668,Maes-y-Felin,BCT,active
51.591355531,-3.328983513,Oxford Street,BCT,active
51.627992215,-3.33535639,Hafan Heulog,BCT,active
51.608690642,-3.359296952,Ty Mawr,BCT,active
51.644915565,-3.319001524,Ty Trevithick,BCT,active
51.533384089,-3.448618623,Terry's Way,BCT,active
51.533302302,-3.448688115,Terry's Way,BCT,active
51.534309271,-3.443976523,Bridgend Road,BCT,active
51.533173519,-3.444200093,Llanharry Road,BCT,active
51.514795174,-3.427189127,Birch Grove,BCT,active
51.532853309,-3.458019232,Trenos Gardens,BCT,active
51.574867805,-3.431869978,Tylcha Wen Terrace,BCT,active
51.573112175,-3.429837849,Tylcha Wen Terrace,BCT,active
51.626579585,-3.481217201,Zoar Residential Home,BCT,active
51.626633678,-3.471539301,Noddfa Chapel,BCT,active
51.62676633,-3.471716962,Noddfa Chapel,BCT,active
51.626983117,-3.476650553,Cwm Clydach School,BCT,active
51.627058111,-3.476407381,Cwm Clydach School,BCT,active
51.580215591,-3.304051248,Laurel Avenue,BCT,active
51.53844553,-3.394187892,Pine Court,BCT,active
51.53594983,-3.393087906,Dunraven Crescent,BCT,active
51.643648996,-3.447115934,Heol Pendyrus,BCT,active
51.692394024,-3.418359599,Park View Terrace,BCT,active
51.692414795,-3.418128757,Park View Terrace,BCT,active
51.685312186,-3.39704693,Glenboi Primary School,BCT,active
51.661368853,-3.354684997,Pentwyn Avenue,BCT,active
51.561835199,-3.264717971,Parc-y-nant,BCT,active
51.562367084,-3.26542521,Heol Edwards,BCT,active
51.563058549,-3.263006269,Heol-y-Dderwen,BCT,active
51.548011016,-3.265892096,Glan-y-ffordd,BCT,active
51.641452588,-3.437796724,Penrhys Avenue,BCT,active
51.626891796,-3.479276971,Post Office,BCT,active
51.594656443,-3.422833963,Brentan Villa,BCT,active
51.703537457,-3.42186298,Asda,BCT,active
51.593914439,-3.322951482,Glyntaff Campus,BCT,active
51.609211836,-3.398752629,Britannia Street,BCT,active
51.610467401,-3.395252923,Fire Station,BCT,active
51.608285645,-3.407778905,St John's Church,BCT,active
51.737123257,-3.506162747,Tramway,BCT,active
51.729954845,-3.482278096,Heol Keir Hardie,BCT,active
51.732360366,-3.482617473,Pen-yr-Heol,BCT,active
51.71616559,-3.451702866,North Avenue,BCT,active
51.726194323,-3.472048724,Pleasant View Caravan Park,BCT,active
51.738932826,-3.51262454,Lamb Inn,BCT,active
51.742808801,-3.541998065,Pont yr Ochain,BCT,active
51.742908047,-3.541972476,Pont yr Ochain,BCT,active
51.744209188,-3.553778545,Halt Close,BCT,active
51.743702431,-3.549937176,Hughes` Patch,BCT,active
51.738444487,-3.510044734,Hirwaun Library,BCT,active
51.538384764,-3.438683881,High Corner,BCT,active
51.649524006,-3.324179892,Glancynon,BCT,active
51.64900738,-3.323745662,Glancynon,BCT,active
51.534855224,-3.376891785,Tesco,BCT,active
51.621662613,-3.450851032,Paddy`s Goose,BCT,active
51.621699459,-3.450779979,Paddy`s Goose,BCT,active
51.627651315,-3.452299064,Colliers Arms,BCT,active
51.62756161,-3.452281752,Colliers Arms,BCT,active
51.625666724,-3.452813556,Edwards Street,BCT,active
51.625667975,-3.452712467,Edwards Street,BCT,active
51.623429636,-3.451933093,Heather Close,BCT,active
51.623437374,-3.452034464,Heather Close,BCT,active
51.626790628,-3.452820572,Colliers Hill,BCT,active
51.62678021,-3.452935818,Colliers Hill,BCT,active
51.625339403,-3.465400781,Thomas Street Top,BCT,active
51.625511159,-3.460999998,Thomas Street Bottom,BCT,active
51.71170295,-3.451921804,Ty Fry,BCT,active
51.718519994,-3.466298286,Cherry Drive,BCT,active
51.718541944,-3.465980511,Cherry Drive,BCT,active
51.583512753,-3.441119464,Cae'r Gwerlas,BCT,active
51.761066306,-3.521681697,Pontpren,BCT,active
51.761032042,-3.521550132,Pontpren,BCT,active
51.615310257,-3.411361662,Bus Depot dep,BCT,active
51.615424677,-3.411567423,Bus Depot arr,BCT,active
51.602492102,-3.326983954,Common Hospital,BCT,active
51.596563479,-3.321671341,St Mary`s Church,BCT,active
51.590745523,-3.319293778,Ilan Avenue,BCT,active
51.591872322,-3.316641323,Morien Crescent,BCT,active
51.590179701,-3.314427045,Morien Crescent Lower,BCT,active
51.588812632,-3.31365139,Dyffryn Crescent,BCT,active
51.58706113,-3.31267705,Lime Street,BCT,active
51.544551771,-3.377386425,Coed yr Esgob,BCT,active
51.614523292,-3.410253991,Surgery,BCT,active
51.605726682,-3.339453803,Pontypridd Bus Station Stand 13,BCS,active
51.63674099,-3.449482624,Ysbyty Cwm Rhondda,BCT,active
51.604295257,-3.339932244,Precinct,BCT,active
51.739009984,-3.492191294,Denbeigh Court,BCT,active
51.738936813,-3.49158059,Denbeigh Court,BCT,active
51.601610481,-3.351447099,Lanelay Terrace,BCT,active
51.57608895,-3.35829474,Glen Transport,BCT,active
51.580990356,-3.357459436,Queen`s Head,BCT,active
51.605785109,-3.355137891,Tel-el-Kebir Road,BCT,active
51.60348732,-3.352441422,Barry Road,BCT,active
51.739291124,-3.563907465,Post Office,BCT,active
51.530368686,-3.473781064,Film Studio,BCT,active
51.530327587,-3.470608042,Film Studio,BCT,active
51.66502874,-3.446625998,Taff Street,BCT,active
51.608588729,-3.38533179,Woodfield Terrace,BCT,active
51.536704004,-3.364114973,Cross Inn,BCT,active
51.536665701,-3.364315689,Cross Inn,BCT,active
51.538863809,-3.367423952,Cross Inn Garage,BCT,active
51.538806346,-3.367725035,Cross Inn Garage,BCT,active
51.642959061,-3.430040066,Stanley Square,BCT,active
51.744560428,-3.575344371,Waungrwn Place,BCT,active
51.726359337,-3.457024752,Arthurs Place,BCT,active
