school_name,school_type,local_authority,sector,pupils,postcode,latitude,longitude,near_transport,wimd_decile,deprivation,fsm_pct,attendance_pct,gcse_pass_pct
Ysgol Gynradd Y Tywyn,"Nursery, Infants & Juniors",Isle of Anglesey,Primary,100.0,LL65 3LW,53.26312257187157,-4.523271346204689,True,7,medium_deprivation,16.6,95.3,
Ysgol Gynradd Llandegfan,Infants & Juniors,Isle of Anglesey,Primary,160.0,LL59 5UW,53.24381874135882,-4.146589878414956,True,6,medium_deprivation,19.6,94.1,
Ysgol Gynradd y Borth,Infants & Juniors,Isle of Anglesey,Primary,192.0,LL59 5DS,53.22965531827187,-4.169104675530512,True,1,high_deprivation,32.0,90.8,
Ysgol Gynradd Kingsland,"Nursery, Infants & Juniors",Isle of Anglesey,Primary,166.0,LL65 2TH,53.300267787494086,-4.625953405877423,True,6,medium_deprivation,22.4,91.5,
Ysgol Gymraeg Morswyn,"Nursery, Infants & Juniors",Isle of Anglesey,Primary,178.0,LL65 2PU,53.30094742689796,-4.62326341441751,True,6,medium_deprivation,22.0,94.8,
Rhyd y Llan,"Nursery, Infants & Juniors",Isle of Anglesey,Primary,118.0,LL65 4PQ,53.35381272364793,-4.534727699244426,True,5,medium_deprivation,31.7,92.9,
Ysgol Parc y Bont,"Nursery, Infants & Juniors",Isle of Anglesey,Primary,113.0,LL60 6ES,53.211860499649625,-4.252540402160438,True,7,medium_deprivation,14.6,93.4,
Cybi,"Nursery, Infants & Juniors",Isle of Anglesey,Primary,425.0,LL65 1NS,53.310002167404924,-4.640300942225867,True,2,high_deprivation,34.7,90.8,
Ysgol Santes Dwynwen,"Nursery, Infants & Juniors",Isle of Anglesey,Primary,106.0,LL61 6TE,53.16785154826625,-4.358142171459067,True,2,high_deprivation,34.8,88.3,
Ysgol Santes Fair,"Nursery, Infants & Juniors",Isle of Anglesey,Primary,99.0,LL65 1TR,53.3081731176448,-4.634425200611712,True,9,low_deprivation,14.9,95.8,
Ysgol Syr Thomas Jones,Secondary (ages 11-19),Isle of Anglesey,Secondary,537.0,LL68 9TH,53.4027056841048,-4.351810914505163,True,5,medium_deprivation,20.3,91.2,64.2
Ysgol Uwchradd Caergybi,Secondary (ages 11-19),Isle of Anglesey,Secondary,818.0,LL65 1NP,53.311338744349456,-4.639679660391474,True,7,medium_deprivation,15.3,92.2,72.3
Ysgol Gyfun Llangefni,Secondary (ages 11-19),Isle of Anglesey,Secondary,761.0,LL77 7NG,53.25609032286881,-4.320262520409446,True,6,medium_deprivation,19.9,91.3,54.8
Ysgol David Hughes,Secondary (ages 11-19),Isle of Anglesey,Secondary,1123.0,LL59 5SS,53.2281964430146,-4.17712147276993,True,5,medium_deprivation,21.4,94.0,51.7
Ysgol Uwchradd Bodedern,Secondary (ages 11-19),Isle of Anglesey,Secondary,810.0,LL65 3TL,53.29118117500753,-4.50506426385684,True,6,medium_deprivation,15.7,92.4,59.4
Ysgol Caergeiliog,"Nursery, Infants & Juniors",Isle of Anglesey,Primary,309.0,LL65 3NP,53.27446677230471,-4.531010876140553,True,5,medium_deprivation,23.8,94.6,
Ysgol Gwaun Gyfni,"Nursery, Infants & Juniors",Gwynedd,Primary,131.0,LL55 3LT,53.1474772488586,-4.128440788367132,True,8,low_deprivation,16.5,93.9,
YSGOL GYNRADD NEFYN,"Nursery, Infants & Juniors",Gwynedd,Primary,131.0,LL53 6EA,52.9352359448037,-4.524316068429425,True,4,medium_deprivation,22.5,89.7,
Ysgol Llanrug,"Nursery, Infants & Juniors",Gwynedd,Primary,265.0,LL55 4AL,53.14743198313801,-4.191381377817464,True,2,high_deprivation,34.3,89.1,
Ysgol Gynradd Abererch,"Nursery, Infants & Juniors",Gwynedd,Primary,71.0,LL53 6YU,52.90354611086936,-4.384425150392043,True,8,low_deprivation,9.4,96.2,
YSGOL BEDDGELERT,"Nursery, Infants & Juniors",Gwynedd,Primary,31.0,LL55 4UY,53.01237747765601,-4.105634580846022,True,7,medium_deprivation,20.6,93.7,
Ysgol Bethel,"Nursery, Infants & Juniors",Gwynedd,Primary,147.0,LL55 1AX,53.16490610062095,-4.205227711324747,True,7,medium_deprivation,9.7,93.2,
Ysgol Bodfeurig,"Nursery, Infants & Juniors",Gwynedd,Primary,55.0,LL57 4RN,53.17817740699599,-4.090034584613782,False,7,medium_deprivation,13.6,93.7,
YSGOL GYNRADD BORTH-Y-GEST,"Nursery, Infants & Juniors",Gwynedd,Primary,32.0,LL49 9UF,52.91431915063054,-4.139385890000816,True,7,medium_deprivation,17.3,94.6,
Ysgol Brynaerau,"Nursery, Infants & Juniors",Gwynedd,Primary,57.0,LL54 5EU,53.041366159245946,-4.325835822356838,False,6,medium_deprivation,25.7,94.3,
Ysgol Y Gelli,"Nursery, Infants & Juniors",Gwynedd,Primary,222.0,LL55 1DU,53.14875973564346,-4.25744536036105,True,6,medium_deprivation,19.1,95.1,
Ysgol Penybryn,Juniors,Gwynedd,Primary,106.0,LL57 3BE,53.1807026426383,-4.057577095385574,True,7,medium_deprivation,13.6,93.5,
Ysgol Treferthyr,"Nursery, Infants & Juniors",Gwynedd,Primary,118.0,LL52 0RR,52.91712616130107,-4.23400951801224,True,7,medium_deprivation,23.3,92.2,
Ysgol Gynradd Chwilog,"Nursery, Infants & Juniors",Gwynedd,Primary,91.0,LL53 6PS,52.92026223118808,-4.334139228933401,True,5,medium_deprivation,17.2,92.0,
YSGOL CRUD-Y-WERIN,"Nursery, Infants & Juniors",Gwynedd,Primary,55.0,LL53 8BP,52.80756148684016,-4.71055427781875,True,5,medium_deprivation,14.2,92.9,
Ysgol Dolbadarn,"Nursery, Infants & Juniors",Gwynedd,Primary,132.0,LL55 4SH,53.1178191024236,-4.128319819510598,True,6,medium_deprivation,21.2,92.0,
Ysgol Gynradd Edern,"Nursery, Infants & Juniors",Gwynedd,Primary,78.0,LL53 8YW,52.92348751177801,-4.564844544964797,False,7,medium_deprivation,13.8,92.3,
Ysgol Bro Plenydd,"Nursery, Infants & Juniors",Gwynedd,Primary,91.0,LL53 6UP,52.92602468604424,-4.385318662407055,True,5,medium_deprivation,18.9,93.0,
Ysgol Gynradd Garndolbenmaen,"Nursery, Infants & Juniors",Gwynedd,Primary,15.0,LL51 9SZ,52.97249627847855,-4.242450661797491,True,6,medium_deprivation,22.2,93.2,
Ysgol Gynradd Llanbedrog,"Nursery, Infants & Juniors",Gwynedd,Primary,97.0,LL53 7NU,52.85942649998156,-4.488580229534629,True,7,medium_deprivation,16.8,94.0,
Ysgol Gynradd Llangybi,"Nursery, Infants & Juniors",Gwynedd,Primary,23.0,LL53 6DQ,52.94154326429713,-4.35289248975994,True,4,medium_deprivation,24.3,90.9,
Ysgol Llanllechid,"Nursery, Infants & Juniors",Gwynedd,Primary,260.0,LL57 3EH,53.18866381705405,-4.065622211481323,True,9,low_deprivation,3.5,95.0,
Ysgol Gynradd Llanllyfni,"Nursery, Infants & Juniors",Gwynedd,Primary,77.0,LL54 6SH,53.04110080296953,-4.28293259693682,True,7,medium_deprivation,19.3,92.7,
YSGOL BABANOD MORFA NEFYN,"Nursery, Infants & Juniors",Gwynedd,Primary,22.0,LL53 6AR,52.93106451410208,-4.549117384475002,True,5,medium_deprivation,25.6,93.7,
Ysgol Baladeulyn,"Nursery, Infants & Juniors",Gwynedd,Primary,13.0,LL54 6BT,53.05799298942015,-4.215058138923155,True,8,low_deprivation,11.8,95.9,
Ysgol Gynradd Nebo,"Nursery, Infants & Juniors",Gwynedd,Primary,10.0,LL54 6EE,53.02991348078727,-4.269440872651781,True,6,medium_deprivation,26.8,90.8,
Ysgol Gymuned Penisarwaun,"Nursery, Infants & Juniors",Gwynedd,Primary,39.0,LL55 3BW,53.152549418085854,-4.162283114583755,True,7,medium_deprivation,11.5,92.7,
Ysgol Bro Lleu,"Nursery, Infants & Juniors",Gwynedd,Primary,190.0,LL54 6RL,53.05367897000049,-4.277793002411892,True,7,medium_deprivation,9.7,92.0,
YSGOL GYNRADD  PENTREUCHAF,"Nursery, Infants & Juniors",Gwynedd,Primary,93.0,LL53 8DZ,52.928590786853626,-4.4518073770932585,True,5,medium_deprivation,20.2,91.7,
Ysgol Rhiwlas,"Nursery, Infants & Juniors",Gwynedd,Primary,36.0,LL57 4EH,53.17360590957828,-4.132861759509006,True,4,medium_deprivation,26.4,91.8,
Ysgol Gynradd Rhosgadfan,"Nursery, Infants & Juniors",Gwynedd,Primary,39.0,LL54 7EU,53.091151495499496,-4.230934764503631,True,3,high_deprivation,31.2,89.4,
Ysgol Gynradd Rhostryfan,"Nursery, Infants & Juniors",Gwynedd,Primary,78.0,LL54 7LR,53.09751133185952,-4.246051799638748,True,4,medium_deprivation,25.6,90.7,
YSGOL SARN BACH,"Nursery, Infants & Juniors",Gwynedd,Primary,24.0,LL53 7LF,52.81061625796214,-4.519401192769673,True,2,high_deprivation,35.2,89.3,
Ysgol Eifion Wyn,"Nursery, Infants & Juniors",Gwynedd,Primary,212.0,LL49 9NU,52.929423617664,-4.136411210953459,True,8,low_deprivation,7.2,94.9,
Ysgol Gynradd Talysarn,"Nursery, Infants & Juniors",Gwynedd,Primary,96.0,LL54 6HR,53.05461159977858,-4.255279465810182,True,4,medium_deprivation,32.4,92.0,
YSGOL Y GORLAN,"Nursery, Infants & Juniors",Gwynedd,Primary,109.0,LL49 9RN,52.93968620782636,-4.147662102750064,True,8,low_deprivation,11.9,93.7,
Ysgol yr Eifl,"Nursery, Infants & Juniors",Gwynedd,Primary,44.0,LL54 5LU,52.99306260886166,-4.423614789130038,True,5,medium_deprivation,27.5,92.8,
YSGOL GYNRADD TUDWEILIOG,"Nursery, Infants & Juniors",Gwynedd,Primary,51.0,LL53 8ND,52.89875416493065,-4.623545982769175,True,6,medium_deprivation,20.8,92.5,
Ysgol Waunfawr,"Nursery, Infants & Juniors",Gwynedd,Primary,116.0,LL55 4LJ,53.11175490160705,-4.206062118496361,True,4,medium_deprivation,28.4,91.6,
Ysgol Glancegin,"Nursery, Infants & Juniors",Gwynedd,Primary,219.0,LL57 1ST,53.22598347775924,-4.117337107695628,True,1,high_deprivation,39.7,92.1,
Ysgol Yr Hendre,"Nursery, Infants & Juniors",Gwynedd,Primary,378.0,LL55 2AT,53.13659433718389,-4.2595246826481015,True,5,medium_deprivation,24.8,94.3,
Ysgol Bontnewydd,"Nursery, Infants & Juniors",Gwynedd,Primary,214.0,LL55 2UF,53.1150729202968,-4.269427348302012,True,8,low_deprivation,14.8,92.9,
Ysgol Gymraeg y Garnedd,"Nursery, Infants & Juniors",Gwynedd,Primary,394.0,LL57 2LX,53.2139392491225,-4.15625340438259,True,9,low_deprivation,13.9,96.3,
Ysgol Cymerau,"Nursery, Infants & Juniors",Gwynedd,Primary,253.0,LL53 5AR,52.88251416634054,-4.417367594640481,True,8,low_deprivation,13.0,95.6,
Ysgol Abercaseg (Babanod),Nursery & Infants,Gwynedd,Primary,76.0,LL57 3PL,53.17782909739466,-4.054775813049252,True,9,low_deprivation,11.4,93.8,
Ysgol y Felinheli,"Nursery, Infants & Juniors",Gwynedd,Primary,157.0,LL56 4TZ,53.17690768087688,-4.216423569070941,True,6,medium_deprivation,19.0,94.3,
Ysgol y Traeth,"Nursery, Infants & Juniors",Gwynedd,Primary,185.0,LL42 1HH,52.724936376587465,-4.061401271710739,True,6,medium_deprivation,25.2,95.2,
Ysgol Gynradd Dyffryn Dulas,"Nursery, Infants & Juniors",Gwynedd,Primary,33.0,SY20 9TQ,52.653088646851096,-3.840835336668216,True,6,medium_deprivation,16.7,91.8,
Ysgol Gynradd Dyffryn Ardudwy,Infants & Juniors,Gwynedd,Primary,68.0,LL44 2EP,52.78427339639453,-4.094991185570051,True,2,high_deprivation,41.0,89.4,
Ysgol Bro Cynfal,"Nursery, Infants & Juniors",Gwynedd,Primary,40.0,LL41 4NF,52.95847101562034,-3.932305208240191,True,8,low_deprivation,12.0,95.9,
Ysgol Edmwnd Prys,"Nursery, Infants & Juniors",Gwynedd,Primary,18.0,LL41 4DY,52.939526892508354,-3.959795983892374,True,7,medium_deprivation,10.1,94.3,
Ysgol Gynradd Llanbedr,Infants & Juniors,Gwynedd,Primary,43.0,LL45 2NW,52.82146713883087,-4.096142240565407,False,6,medium_deprivation,19.9,93.6,
YSGOL Y GARREG,"Nursery, Infants & Juniors",Gwynedd,Primary,17.0,LL48 6LJ,52.95416569277377,-4.063223939915499,True,9,low_deprivation,5.9,95.7,
Ysgol O M Edwards,"Nursery, Infants & Juniors",Gwynedd,Primary,74.0,LL23 7UB,52.85971868384215,-3.674826429781378,True,6,medium_deprivation,22.8,93.8,
Ysgol Manod,"Nursery, Infants & Juniors",Gwynedd,Primary,86.0,LL41 4AF,52.98455436997613,-3.9311007711023978,True,6,medium_deprivation,16.8,91.5,
Ysgol Gynradd Pennal,"Nursery, Infants & Juniors",Gwynedd,Primary,34.0,SY20 9JT,52.585995009774045,-3.921927010865265,True,9,low_deprivation,6.8,96.6,
Ysgol Cefn Coch,"Nursery, Infants & Juniors",Gwynedd,Primary,157.0,LL48 6AE,52.9300121254461,-4.068115496655505,True,5,medium_deprivation,15.4,94.1,
Ysgol Talsarnau,"Nursery, Infants & Juniors",Gwynedd,Primary,26.0,LL47 6TA,52.90167604647292,-4.066899150129124,True,7,medium_deprivation,14.0,93.6,
Ysgol Gynradd Tanygrisiau,"Nursery, Infants & Juniors",Gwynedd,Primary,32.0,LL41 3SU,52.98655017482461,-3.957484990834872,True,7,medium_deprivation,6.1,93.9,
Ysgol Gynradd Penybryn,Infants & Juniors,Gwynedd,Primary,240.0,LL36 9EF,52.58516223916459,-4.08277799809307,True,7,medium_deprivation,9.5,91.9,
Ysgol Bro Hedd Wyn,"Nursery, Infants & Juniors",Gwynedd,Primary,64.0,LL41 4SE,52.90116220073437,-3.92303285381858,True,4,medium_deprivation,29.6,92.6,
Ysgol Bro Tryweryn,"Nursery, Infants & Juniors",Gwynedd,Primary,61.0,LL23 7NT,52.93928439049888,-3.631468883418968,True,7,medium_deprivation,18.9,94.7,
Ysgol Tanycastell,"Nursery, Infants & Juniors",Gwynedd,Primary,77.0,LL46 2UE,52.86345354216151,-4.106901679873401,True,6,medium_deprivation,21.1,93.2,
